document_name,content,chunk_idex
java面试八股文微服务篇.docx,"我们来说一下skywalking是怎么监控项目的，先来熟悉3个概念：
![image](/files/ee6918ab-7140-4f78-87d0-10a754b5b336/file-preview)
1、服务（service）：业务资源应用系统（微服务）；
比如当前有两个做了集群的user-service、order-service微服务，这里的每一个微服务都是一个服务，包括网关也是一个服务。
2、端点（endpoint）：应用系统对外暴露的功能接口（接口）；
比如当我们去发送请求的时候，就会走/api/user/login接口。这个接口主要指的就是端点，当前服务对外暴露的功能接口，我们就认为这是一个端点。
3、实例（instance）：物理机。
比如当前user-service部署到了192.168.200.100、192.168.200.101这两台服务器上，order-service也是两台不同IP的服务器，这就说明当前是不同的服务器实例，包括最后的MySQL部署的服务器192.168.200.150也算是一个实例。
接着在浏览器里面演示一下skywalking具体的功能：
![image](/files/d5893461-068b-4deb-9c36-9394e9a04ec0/file-preview)
这里有许多选项卡，比如仪表盘、拓扑图、追踪、性能分析、日志、告警等。
仪表盘：
在这里面展示了许多的报表信息，比如Services-load，它展示的是目前已经集成skywalking的微服务，已经对接完了3个微服务：heima-leadnews-app-gateway（网关）、heima-leadnews-article（文章微服务）、heima-leadnews-user（用户微服务）。",22
java面试八股文微服务篇.docx,"还有Slow-Services，展示的是比较慢的微服务，排第一的是heima-leadnews-article，第二是heima-leadnews-app-gateway，第三是heima-leadnews-user。在这里排第一的相对来说性能是最差的。
然后是Un-Health-Services，展示的是不健康的服务，排第一的还是heima-leadnews-article，第二是heima-leadnews-app-gateway，第三是heima-leadnews-user。
最后是Slow-Endpoints，展示的是比较慢的接口。排第一的是heima-leadnews-article的一个接口，第二是heima-leadnews-app-gateway的一个接口，第三……
我们有了这些信息就能快速去定位出来：当前到底是哪一个微服务比较慢，哪一个微服务不健康，哪一个接口比较慢。我们就可以针对性地优化了。
这就解决了前面的第一个问题：问题定位。
比如目前最慢的是heima-leadnews-article的某一个接口：heima-leadnews-article-[POST]/api/v1/article/load。
追踪：
![image](/files/28f21052-142a-4c91-b153-306a592fe4d0/file-preview)
我们切换到追踪选项，目前展示的排第一的接口就是heima-leadnews-article-[POST]/api/v1/article/load这个比较慢的接口。
这里面有这个接口加载耗时的情况。它首先经过了两个微服务：heima-leadnews-app-gateway（紫色）、heima-leadnews-article（蓝色），后面就是对应颜色的加载时间。",23
java面试八股文微服务篇.docx,"它首先经过了两个微服务：heima-leadnews-app-gateway（紫色）、heima-leadnews-article（蓝色），后面就是对应颜色的加载时间。
从下往上看，在最底层的是两个连接数据库的接口，耗时比较短，微不可见，说明数据库连接这里没有问题。
然后就发现[POST]/api/v1/article/load加载比较慢，这个接口是SpringMVC里面的内容，这样就大概能定位出来：当前是SpringMVC的问题。
因为[POST]/api/v1/article/load比较慢，所以从它开始往上的加载时间都比较慢。
我们可以看一下SpringMVC的方法中的一段代码：
![image](/files/6c8af831-a083-47b7-adc3-8c24733a1047/file-preview)
这里调用了Thread对象的sleep()方法睡了4ms，所以说当前的接口就比较慢。这时候就可以知道当前大概是哪一块出现了问题，目前已经缩小了范围，我们就能更快地去定位这个问题。
这就是问题定位之后，再去做了一个性能分析，找到具体的问题。
当然这里还能展示更多的数据，比如点击一个数据库连接的接口。
![image](/files/96d67bb6-92a5-4a91-b81b-1c0f8c0a4458/file-preview)
发现里面展示了当前这个接口的查询SQL语句，假如就是SQL的问题，耗时肯定会更长一些。然后我们就可以执行MySQL的EXPLAIN执行计划来去分析当前的SQL到底是哪块出问题了。
这也算是一个问题的定位，到这里skywalking已经帮我们解决了两个问题：问题定位、性能分析。
接下来要解决的就是服务关系。",24
java面试八股文微服务篇.docx,"这也算是一个问题的定位，到这里skywalking已经帮我们解决了两个问题：问题定位、性能分析。
接下来要解决的就是服务关系。我们可以打开拓扑图的界面：
![image](/files/e4c493fb-a794-464e-9851-d6b90fd93576/file-preview)
这里面就可以清晰描述出来当前服务与服务之间的关系，比如这个user就是我们请求的对象，旁边还有网关、文章等服务。
![image](/files/b0e9c3ef-44b3-48ed-9336-47bf24689b55/file-preview)
标红的表示当前这个服务是不健康的，这时候就能够知道当前服务与服务之间调用的关系，并且还能知道服务调用的MySQL和Redis。
如果服务比较多的话，也能够清晰地看出来服务与服务之间的关系。
最后要解决的是服务告警，我们找到告警的界面，这里面有很多告警的规则，比如现在有5条规则，只要符合这里面5条中的一个都会进行告警。
![image](/files/a6dc7e4a-6c19-4a72-a83b-d02f435751af/file-preview)
![image](/files/5e2b5eb6-ee07-42c5-8299-efc623b19b27/file-preview)
当然在skywalking中还可以自定义告警规则，上面是默认自带的5条。符合告警规则的话，在这里会告诉我们一些详细信息。
假如当前有一个响应接口的响应时间比较慢，所以在这里就能够快速定位到底是哪一块出了问题，比如是某一个网关、微服务、接口等。
![image](/files/7e68ae0e-f610-41d9-9f98-b27827fe601c/file-preview)
这时候就能快速知道当前是哪里出现问题之后，就可以快速去定位问题，并且快速去解决问题。",25
java面试八股文微服务篇.docx,"告警不仅仅是在这里展示信息，还可以针对性地发送邮件或者短信，包括对接企业微信、钉钉等，可以快速通知到开发负责人，让TA快速去修复这个问题。
以上就是skywalking具体的功能了。
总结
面试官：“你们的微服务是怎么监控的？”
首先要说的是当时我们项目中采用的是skywalking进行监控的，它虽然是一个链路追踪工具，但是也能来做监控。
紧接着就可以介绍skywalking的一些功能：
1、skywalking主要可以监控接口、服务、物理实例的一些状态。例如：特别是在压测的时候可以看到众多服务中哪些服务和接口比较慢（定位），我们可以针对性的分析和优化；
2、我们还在skywalking设置了告警规则，例如：特别是在项目上线（已经对接了skywalking）以后，如果报错（出bug了），我们分别设置了可以给相关负责人发短信和邮件，第一时间知道项目的bug情况，第一时间修复这个bug，保证线上服务的正常运行。
模板
面试官：“你们的微服务是怎么监控的？”
答：“我们项目中采用了SkyWalking进行微服务监控：
1、SkyWalking能够监控接口、服务和物理实例的状态，帮助我们识别和优化慢服务；
2、我们还设置了告警规则，一旦检测到异常，系统会通过短信或邮件通知相关负责人。”
业务问题-微服务限流（漏桶算法、令牌桶算法）
前言
前面已经讲完Spring Cloud相关的面试题了，接下来讲关于微服务业务相关的面试题，这里面包含了很多内容：
1、限流：漏桶算法、令牌桶算法；
2、分布式事务：分布式理论CAP、BASE，分布式事务解决方案、seata；
3、分布式访问接口幂等（解决方案）；
4、分布式任务调度：xxl-job。
首先我们来看一下限流的面试题。",26
java面试八股文微服务篇.docx,"首先我们来看一下限流的面试题。
面试官：“你们项目中有没有做过限流？怎么做的？”
我们要先思考一个问题：为什么要限流？
1、并发的确大（突发流量）；
![image](/files/a778111f-7216-4428-b283-bb5d07552cb4/file-preview)
这是一个普通的项目架构图：一个用户要去请求后台，首先要经过的是nginx，来去做一个反向代理，然后找到网关，再由网关路由到各个微服务去访问具体的数据。
如果项目的业务量的确比较大，比如说是有时段性的大流量，我们都需要进行限流。
假设我们项目做了一个抢券的业务，只有在某一刻才会有大的流量。
2、防止用户恶意刷接口。
如果并发量比较大，我们的后台是承受不住的，即使做了集群，也不能保证全部数据完成。
![image](/files/bf75d7f1-c112-42ae-a5be-c22e996a752e/file-preview)
如果真的是有人恶意攻击，我们必须要做限流才能保证系统的正常运行。
所以说一般的互联网项目中，限流的操作是必然的。
这里介绍一下在项目中比较常见的限流方式、限流算法。
限流的实现方式：
1、Tomcat：可以设置最大连接数；
Tomcat可以设置最大连接数完成限流的操作。
![image](/files/f34aec99-1826-41d1-904f-10a405fecf69/file-preview)
这是截取Tomcat里面的一个配置，有一项“maxThreads”，它的值是“150”，我们就可以通过当前的参数去控制最大连接数，其实就是去限制当前Tomcat的访问的连接，就可以达到限流的效果。
但如果现在是分布式微服务项目，那么每一个微服务都是一个Tomcat，这种限流的实现方式就没用了，如果只是单体项目的话，这种方式还是可以的。",27
java面试八股文微服务篇.docx,"但如果现在是分布式微服务项目，那么每一个微服务都是一个Tomcat，这种限流的实现方式就没用了，如果只是单体项目的话，这种方式还是可以的。
2、Nginx，漏桶算法；
这里会用到漏桶算法去做限流，当前的Nginx在最外层，在这做限流相对来说比较合适。
3、网关，令牌桶算法；
网关里面可以使用令牌桶算法来做限流，它相对来说也是在外层，也是所有微服务的入口，所以说在这做限流也是可以的。
4、自定义拦截器。
如果我们没有Nginx，也没有网关，那么可以自定义拦截器来做限流。当然一般的微服务项目不可能没有Nginx或者网关。
在面试的时候，我们重点要说的还是Nginx或者网关，看看它们是如何进行限流的。
Nginx限流
首先是Nginx，漏桶算法的限流。
其实在Nginx中提供了两种限流方式：
1、控制速率（突发流量）；
我们先来看一下漏桶算法的工作方式：
![image](/files/5b04a9c4-6df4-48c6-81ec-c8bb17007991/file-preview)
这里有一个桶，可以看出来这是一个漏水的桶，水滴代表请求的数量，在桶中存储的就是请求。
这个漏桶以固定的速率漏出请求，假设来了一百多个请求，首先我们会把它们存储到漏桶中，然后固定地往外流出，比如每秒只流出2个，这时候处理请求的速率是比较稳定的。
另外，这个漏桶是有固定大小的，假设最多只能存储100个，现在来了101个或者102个，那么这些超过100的多余的请求，统一都会让它们等待或者直接抛弃，也就是说只有进入桶中的流量才能得到处理，并且是以固定的速率处理这些请求的。
这就是漏桶算法的基本思路。",28
java面试八股文微服务篇.docx,"这就是漏桶算法的基本思路。
![image](/files/fcfc904e-f4ab-475d-be1e-697f4f82edb3/file-preview)
这是一段参考漏桶算法的配置代码，首先在上面有一条很长的指令，语法：limit_req_zonekey zone rate。
主要包含了几个部分：
1）limit_req_zone，设置一个请求的区域；
2）key的主要作用：定义限流对象。可以固定某一种方式进行限流，比如按照用户的ip或者用户的路径；
比如binary_remote_addr就是一种key，基于客户端ip限流。按照ip进行限流，其实也可以看成是按照用户进行限流的，因为每一个用户的ip都是不一样的。
3）Zone：定义共享存储区来存储访问信息，10m可以存储16wip地址访问信息；
注意冒号前面的“service1RateLimit”是我们自定义的标识，在代码里面使用的时候，要去指定当前的某一个标识。然后是冒号后面的“10m”，意思是申请了多大的存储空间，这里10m可以存储16万ip地址进行保存（1m = 1.6w）。
4）Rate：最大访问速率，rate = 10r/s表示每秒最多处理10个请求；
相当于前面漏出去的水滴，每秒往外漏出10个请求进行处理。
5）burst = 20：相当于桶的大小；
目前在代码配置的桶可以存储20个请求，假如超过20个，那么多余的请求就要被抛弃了。
6）Nodelay：快速处理。
在代码里面的nodelay有两层含义：来了请求之后就要快速处理这些数据，不会让它们等待；如果桶满了以后，再有请求过来就要快速进行抛弃，快速丢弃这些超过限量的请求。
这个配置代码不用强行记忆，只需要给面试官陈述漏桶算法的工作方式就可以了。
Nginx能够控制速率，用到的就是漏桶算法。",29
java面试八股文微服务篇.docx,"这个配置代码不用强行记忆，只需要给面试官陈述漏桶算法的工作方式就可以了。
Nginx能够控制速率，用到的就是漏桶算法。
2、控制并发连接数；
![image](/files/c8a76785-14aa-4cf1-8e71-df42bd151f32/file-preview)
代码上面有两项配置，它们前面都是limit_conn，conn就是连接的意思。
第一项的binary_remote_addr是按照ip进行限流的，冒号前面是自定义的引用，冒号后面是内存大小：10m。
第二项的server_name，这个标识主要的含义是：虚拟主机同时处理的并发连接数的总数，可以认为是当前这个服务最多能承受的并发连接数，也有一个自定义的引用，内存大小也是10m。
光有这两项还不行，必须在具体的主机或者反向代理中进行配置才能使用，并且还能在里面配置具体的数值，比如：
1）limit_connperip20：对应的key是$binary_remote_addr，表示限制单个IP同时最多能持有20个连接；
2）limit_connpreserver100：对应的key是$server_name，表示虚拟主机（server）同时能处理并发连接的总数，最大的并发连接数是100。
前面的第一种方式：控制速率在项目中是很常见的，当然这两种方式也可以在项目中结合使用。
网关限流
接下来看一下在微服务中网关限流的方式。
yml配置文件中，微服务路由设置添加局部过滤器Request Rate Limiter。
在微服务中，我们可以使用一个局部过滤器RequestRateLimiter，在网关的配置文件：yml配置文件进行设置就可以了。
![image](/files/ddfa6680-3ceb-4322-9fb6-f7454988802f/file-preview)
我们来看一下yml配置文件中的代码。",30
java面试八股文微服务篇.docx,"![image](/files/ddfa6680-3ceb-4322-9fb6-f7454988802f/file-preview)
我们来看一下yml配置文件中的代码。ip是某一个微服务的微标识；uri就是当前某一个服务的名称；predicates是当前路径的一个映射；
filters中，有一个“- name: RequestRateLimiter”，这就是Spring Cloud内部提供的一个局部过滤器，里面也有几项配置，主要思想就是令牌桶算法。
1、key-resolver：定义限流对象（ip、路径、参数），需要代码单独实现，并且需要被Spring进行管理，使用spel表达式获取这个对象，最终都是获取限流的对象；
2、replenishRate：设置令牌桶每秒填充平均速率；
简单说就是当前令牌桶生成令牌的速度，比如可以配置为，每秒1个、2个等。
3、urstCapacity：令牌桶总容量。
令牌桶总不可能一直生成，它是需要有一个总容量的，同时这个令牌需要存储到redis，默认使用的就是redis存储这个令牌。
所以说要在网关的配置文件中配置redis的连接，我们才能够正常使用这个局部过滤器。
![image](/files/6c02ad85-7c0a-43ab-b9db-8bc40a32147a/file-preview)
令牌桶跟前面说的漏桶有些相似之处，不同的是令牌桶中存储的是令牌，漏桶存储的是请求。
目前这些水滴代表的是令牌，并且是以固定的速率生成这些令牌，存储到令牌桶中，桶满了以后才暂停生成。
如果这时候请求来了之后，需要到桶中申请令牌才行，当这个请求申请到了令牌才会被服务进行处理，那么这就是一个正常的请求。
但是假如这个请求没有申请到令牌，这个请求就会被阻塞或者丢弃。",31
java面试八股文微服务篇.docx,"如果这时候请求来了之后，需要到桶中申请令牌才行，当这个请求申请到了令牌才会被服务进行处理，那么这就是一个正常的请求。
但是假如这个请求没有申请到令牌，这个请求就会被阻塞或者丢弃。
这个令牌桶跟漏桶到底有什么区别？
首先令牌桶存储的是令牌，漏桶存储的是请求，它们两个都能去应对突发的流量。因为流量来了之后，漏桶会暂时存储到桶中，令牌桶也是一样的，所以说它们都可以处理这些突发的请求。
不同之处在于处理请求的速率，漏桶不管前面的请求有多大，都是以固定的速率往外漏出请求来去处理请求，它是绝对地以恒定的速度进行放行，保证平滑。
令牌桶就不太一样，比如当前令牌桶每秒生成3个，这时候来了4个请求，令牌桶也能够每秒处理3个，这里跟漏桶的效果一样，没问题。
但是如果前一秒没有请求过来，令牌桶还是生成了3个令牌，那么这些令牌就没有人去申请。下一秒又来了6个请求，注意有请求过来之后，令牌桶会优先拿走之前生成的令牌，所以之前的3个令牌被拿走了，然后还是正常去处理剩下的请求。
在这一秒内又生成了3个令牌，之前的3个令牌是上一秒生成的，现在这3个是这一秒生成的，所以说在这一秒就能够处理6个请求。
这就是令牌桶和漏桶的区别，漏桶都是以固定速率去处理请求的，但令牌桶处理的请求有可能会超出令牌生成的速度，它有可能会有波动。
这样我们就讲完了常见的两种限流方式。
总结
面试官：“你们项目中有没有做过限流？怎么做的？”
1、先来介绍业务，什么情况下去做限流，需要什么QPS具体多少；
1）我们当时有一个活动，到了假期就会抢购优惠券，QPS最高可以达到2000，平时10-50之间，为了应对突发流量，需要做限流，限流的方式就是前面介绍的Nginx或者网关。
2）常规限流，为了防止恶意攻击，保护系统正常运行，我们当时系统能够承受最大的QPS是多少，比如100（压测结果）。",32
java面试八股文微服务篇.docx,"2）常规限流，为了防止恶意攻击，保护系统正常运行，我们当时系统能够承受最大的QPS是多少，比如100（压测结果）。
假如超过1000，这个系统就有可能会崩掉，所以我们要控制当前每秒访问的次数要在1000以内，这样才能去正常保护我们的系统。
2、nginx限流；
1）控制速率（突发流量），主要实现漏桶算法来实现管理，人请求以固定的速率处理请求，可以对应突发流量。
2）控制并发数，限制单个ip的链接数和（整个服务）并发链接的总数。
3、网关限流。
在spring cloud gateway中支持局部过滤器RequestRateLimiter来做限流，使用的是令牌桶算法。
可以根据ip或路径进行限流，可以设置每秒填充平均速率，和令牌桶总容量。
面试官也可能会这么问：“限流常见的算法有哪些？”
其实主要介绍令牌桶和漏桶算法就可以了，也可以说一下它们的区别。
模板
面试官：“你们项目中有没有做过限流？怎么做的？”
答：“版本1：使用Nginx进行限流，通过漏桶算法控制请求处理速率，按照IP进行限流；
版本2：使用Spring Cloud Gateway的RequestRateLimiter过滤器进行限流，采用令牌桶算法，可以基于IP或路径进行限流。”
面试官：“限流常见的算法有哪些？”
答：“常见的限流算法包括：
漏桶算法：以固定速率处理请求，平滑突发流量；
令牌桶算法：按照一定速率生成令牌，请求在获得令牌后才被处理，适用于请求量有波动的场景。”
分布式系统理论-CAP和BASE
前言
面试官：“解释一下CAP和BASE。”
首先我们要清楚CAP和BASE这两个都是分布式理论的内容，它可以在我们搭建分布式系统的时候具有指导的作用。
1、分布式事务方案的指导；
2、分布式系统设计方向；
3、根据业务指导使用正确的技术选择。",33
java面试八股文微服务篇.docx,"1、分布式事务方案的指导；
2、分布式系统设计方向；
3、根据业务指导使用正确的技术选择。
在我们平时开发业务系统的时候，可以先确定业务的类型来选择不同的技术实现，比如某个业务选择的是AP还是CP，这个分布式系统的倾向性是不一样的，AP和CP不能同时去选择，只能根据业务的类型选择其中一个。
这个也是我们学习CAP和BASE的最终目的，接下来详细说一下CAP定理和BASE理论到底是什么意思。
CAP定理
1998年，加州大学的计算机科学家Eric Brewer提出，分布式系统有三个指标：
1、Consistency（一致性）；
2、Availability（可用性）；
3、Partition tolerance（分区容错性）。
![image](/files/70091edf-7b8b-4b69-b0d5-67c880ee321c/file-preview)
Eric Brewer说，分布式系统无法同时满足这三个指标。如图所示，没有三个重合的地方，只有两两重叠：CA、CP、AP，并没有CAP，也就是说在同时只能满足两个，不能满足三个。
这个结论就叫做CAP定理。
那为什么会出现这种情况呢？我们先要弄清楚一致性、可用性和分区容错性代表的含义是什么。
CAP定理-Consistency
Consistency（一致性）：用户访问分布式系统中的任意节点，得到的数据必须一致。
![image](/files/d5a7f86a-4f4b-4f3f-a871-70b053f00fdc/file-preview)
现在有两个节点：node01、node02，它们的数据data都是v0，假如现在有客户端想要访问这两个节点，不管访问的是哪一个，得到的结果是一样的。",34
java面试八股文微服务篇.docx,"![image](/files/51feed7f-00ce-4060-af66-57f2a90b5d8f/file-preview)
如果node01的数据data变成v1，那么现在要去访问node02的时候数据data就不一样了。
![image](/files/eab0dc58-2e7a-42db-8016-f4f7e82be7c1/file-preview)
这时候为了保证数据的一致性，node01要跟node02进行数据同步，这个一致性跟前面MySQL的主从复制一样：要保证主从节点数据保持一致才行。
CAP定理-Availability
Availability（可用性）：用户访问集群中的任意健康节点，必须能得到响应，而不是超时或拒绝。
![image](/files/5e2bdfde-e588-4f52-b554-468fd86c94de/file-preview)
目前有三个节点node01、node02、node03，当客户端访问的时候，这三个节点必须都能响应给客户。
![image](/files/25241798-b8d1-4bf1-b8f8-cfee144c2be5/file-preview)
假如node03这个节点出现阻塞或拒绝，那么所有的请求根本不能访问了，这时候node03就不可用了。
所以可用性是指这个节点能不能正常访问。
CAP定理-Partition tolerance
Partition（分区）：因为网络故障或其他原因导致分布式系统中的部分节点与其他节点失去连接，形成独立分区。",35
java面试八股文微服务篇.docx,"CAP定理-Partition tolerance
Partition（分区）：因为网络故障或其他原因导致分布式系统中的部分节点与其他节点失去连接，形成独立分区。
![image](/files/ba4bb84f-242c-4e87-92b1-e7fe76756a35/file-preview)
目前有三个节点node01、node02、node03，假如现在网络突然出现故障了，这时候node03跟其他两个节点断开连接，这就形成了两个分区：node01跟node02一个分区，node03在另外一个分区。
![image](/files/8ee34108-a013-40f6-94d3-fe3f94a2324d/file-preview)
假如现在客户端给node02进行了写数据操作，把它的data改成v1，这时候node02就能找到node01进行数据同步，但很显然它是不能找到node03的，这就出现了数据不一致的问题。
那么分区容错是什么意思？
Tolerance（容错）：在集群出现分区时，整个系统也要持续对外提供服务。
也就是说尽管这里分区了，用户该访问的还是要继续访问的，但是现在要访问的是node01，从它拿到的结果跟访问node03拿到的不一样，这时候就出现数据不一致的情况，没有满足前面说的一致性。
如果一定要满足一致性该怎么办？我们可以这么做：当访问node03的时候，让它先等一等，等网络恢复以后让node02把数据同步到node03。
等数据同步过来之后，再把数据给返回，这时候就满足了数据的一致性。
但是又出现了一个问题：在访问node03的时候需要等待，那么我们不就卡在这里了吗，不让我们访问了？
所以说这里node03就变成不可用了，这就满足不了前面说的可用性了。
整体来说就是：我们要满足可用性，就没办法去保证一致性；要保证一致性就没办法保证可用性。",36
java面试八股文微服务篇.docx,"整体来说就是：我们要满足可用性，就没办法去保证一致性；要保证一致性就没办法保证可用性。
结论：
1、分布式系统节点之间肯定是需要网络连接的，分区（P）是必然存在的；
2、如果要保证访问的高可用性（A），可以持续对外提供服务，但不能保证数据的强一致性-->AP；
3、如果要保证访问的数据强一致性（C），就要放弃高可用性-->CP。
可见CA是没办法同时满足的，要么AP，要么CP。
BASE理论
BASE理论是对CAP的一种解决思路，包含了三个思想：
1、BasicallyAvailable（基本可用）：分布式系统在出现故障时，允许损失部分可用性，即保证核心可用；
2、Soft State（软状态）：在一定时间内，允许出现中间状态，比如临时的不一致状态；
3、Eventually Consistent（最终一致性）：虽然无法保证强一致性，但是在软状态结束后，最终达到数据一致。
![image](/files/99abc28b-6203-4cfe-9a16-fb018e4fc00a/file-preview)
这是一个下单的业务，这个业务需要经过几个微服务才能完成，里面就涉及到分布式事务的问题。
当用户下单之后，首先要在订单微服务完成保存，然后订单微服务需要远程调用账户微服务来去扣款，再然后又去远程调用库存微服务来扣减库存。
这一个业务就经过了三个微服务，假如现在库存不足了，那么扣减库存就失败了，前面的操作就全部无效了。
我们需要把数据进行回滚，简单来说就是：这些操作虽然不在同一个微服务下，但是也要保证要么同时成功，要么同时失败，这个就是分布式事务要完成的事情。
那么这跟刚才说的CP、BASE有什么关系呢？因为目前这三个服务都是通过网络连接的，它们是一个分布式的项目。
既然是分布式项目，如果要完成通信，那就要做出选择了，要么是AP，要么是CP。",37
java面试八股文微服务篇.docx,"那么这跟刚才说的CP、BASE有什么关系呢？因为目前这三个服务都是通过网络连接的，它们是一个分布式的项目。
既然是分布式项目，如果要完成通信，那就要做出选择了，要么是AP，要么是CP。也就是说可以使用CAP和BASE指导我们解决这些分布式事务的问题。
假如现在选择的是AP，满足了可用性，牺牲了一定的一致性。比如说前面的各个微服务都是一个子事务，将来要执行的时候，我们分别去执行和提交。
注意这里就把各自的事务都提交了，这些微服务有的成功了，有的失败了，这时候它们的状态就不一致了，处于一种软状态：临时的不一致的状态。
各个事务执行完成之后，会互相看一看，同步一下自己的状态，这时候就需要用到事务的协调器（事务协调者）了，由它来统一管理这些事务的状态。
如果发现有些事务失败了，那么事务协调器会通知已经提交的这些事务：需要把数据再恢复过来。当然这里的恢复数据并不是回滚事务，因为已经把事务给提交了，所以这时候需要逆向操作。
比如之前新增了一个订单，这时候只需要把这个订单给删除了就行了，这样数据就恢复到了原来的状态，这就实现了最终一致性。
所以这种模式其实就是一种AP的思想。
反过来也一样，我们可以达到强一致，也就是CP的思想。
比如各个子事务分别去执行自己的业务，但是要注意跟AP不一样的点在于：各个子事务并不会直接提交事务，因为提交完成之后事务就没办法回滚了。
现在各个子事务只需要执行完成，没有提交，需要互相等待，然后把各自的执行情况上报给事务协调器，假如现在全部都已经执行完成了。
事务协调器一看这三个子事务都成功了，然后才会通知这三个服务去提交事务。假如有一个失败了，这时候事务协调器会通知各个微服务进行回滚事务，这样事务就能达成强一致性了。
因为这里面没有中间状态，只不过在这个过程中，各个子事务需要等待彼此的执行的，所以在等待的过程的各个服务都处于一个不可用的状态。",38
java面试八股文微服务篇.docx,"因为这里面没有中间状态，只不过在这个过程中，各个子事务需要等待彼此的执行的，所以在等待的过程的各个服务都处于一个不可用的状态。
因为在等待的时候会锁定资源，导致其他的线程无法访问。
所以我们就基于BASE理论实现了分布式事务的一种解决的思想。
总结
面试官：“解释一下CAP和BASE。”
首先CAP代表三个意思，即CAP定理（一致性，高可用，分区容错性）：
1、分布式系统节点通过网络连接，一定会出现分区问题（P）；
2、当分区出现时，系统的一致性（C）和可用性（A）就无法同时满足。
要么是CP，要么是AP。
接着是BASE理论，有三个思想：
1、基本可用；
2、软状态；
3、最终一致。
然后是解决分布式事务的思想和模型：
1、最终一致思想：各分支事务分别执行并提交，如果有不一致的情况，再想办法恢复数据（AP）；
2、强一致思想：各分支事务执行完业务不要提交，等待彼此结果，而后统一提交或回滚（CP）。
在等待的过程中，这个系统就处于软可用的状态，这时候优先保证的是CP，达到数据的强一致。
模板
面试官：“什么是CAP理论？”
答：“CAP理论是分布式系统设计的基础理论，包含一致性（Consistency）、可用性（Availability）和分区容错性（Partition tolerance）。在网络分区发生时，系统只能在一致性和可用性直接选择其一。”
面试官：“为什么分布式系统中无法同时保证一致性和可用性？”
答：“在分布式系统中，网络保证分区容错性，我们通常需要在一致性和可用性之间做出选择。如果系统优先保证一致性，可能需要牺牲可用性，反之亦然。”
面试官：“什么是BASE理论？”
答：“BASE理论是分布式系统设计中对CAP理论中AP方案的延伸，强调通过基本可用、软状态和最终一致性来实现系统设计。",39
java面试八股文微服务篇.docx,"面试官：“什么是BASE理论？”
答：“BASE理论是分布式系统设计中对CAP理论中AP方案的延伸，强调通过基本可用、软状态和最终一致性来实现系统设计。”
业务问题-分布式事务解决方案
前言
面试官：“你们采用哪种分布式事务解决方案？”
如果问了这个问题，就说明我们在简历上写了微服务相关的项目，只要是微服务项目都有可能会发起远程调用，而发起远程调用就有可能会存在分布式事务，这时候我们要如何去解决？
解决方案：
1、目前比较主流的分布式事务的解决框架，阿里出的Seata框架（提供了XA、AT、TCC模式，这三种是目前项目中用的比较多的）；
2、MQ也能帮助我们解决分布式事务。
Seata架构
首先我们要熟悉一下Seata事务管理中有三个重要的角色：
1、TC（Transaction Coordinator）-事务协调者：维护全局和分支事务的状态，协调全局事务提交或回滚。需要单独去部署；
2、TM（Transaction Manager）-事务管理器：定义全局事务的范围、开始全局事务、提交或回滚全局事务。这些都由它来决定；
3、RM（Resource Manager）-资源过滤器：管理分支事务处理的资源，与TC交谈以注册分支事务和报告分支事务的状态，并驱动分支事务提交或回滚。可以认为是某一个微服务，在分布式事务中，每一个微服务都是一个RM，也叫做分支事务。
![image](/files/6367712d-6720-4982-b5fd-32ca1fa76b35/file-preview)
所以说这里的TC就是负责全局事务的状态的，TM是负责全局事务的范围的，有两个RM说明是由两个微服务组成的。
首先是由TM开启全局事务，最后也由它来提交或回滚事务。但是中间的RM属于分支事务，而分支事务要想去协调管理，就必须注册到TC上，然后报告各个分支事务的状态才行。
这就是大体的思路。",40
java面试八股文微服务篇.docx,"首先是由TM开启全局事务，最后也由它来提交或回滚事务。但是中间的RM属于分支事务，而分支事务要想去协调管理，就必须注册到TC上，然后报告各个分支事务的状态才行。
这就是大体的思路。在Seata中还提供了很多模式：XA、AT、TCC。
seata的XA模式
RM一阶段的工作：
1、注册分支事务到TC；
2、执行分支业务sql但不提交；
3、报告执行状态到TC。
TC二阶段的工作：
1、TC检测各分支事务执行状态；
2、如果都成功，通知所有RM提交事务；
3、如果有失败，通知所有RM回滚事务。
RM二阶段的工作：
接收TC指令，提交或回滚事务。
![image](/files/02473e15-970e-460f-863e-08c3c3cfff80/file-preview)
这里就包含了前面介绍的三个角色TC、TM、RM。
现在XA模式要去解决分布式事务，它的流程是这样的：
首先由TM开启全局事务，然后调用分支事务，让每一个分支事务注册到TC上，也就是说每个RM都要把自己的分支事务注册到TC上。
接着就是各个微服务需要去执行业务sql，注意这里并没有去提交事务。再就是到TC报告自己的业务状态，TC就能知道各个事务的状态了。
这时候TM来提交或回滚这个事务，但在这之前还得检查各个分支事务的状态，假如这两个业务都没问题，都已经正常执行sql，那么就由TC通知各个RM去提交事务就可以了。
假如这两个业务有一个执行sql的时候报错了，这时候就不是提交事务了，而是回滚。
这就是XA模式整体的流程了，主要倾向的是前面讲的CAP中的CP模式，因为这里保证的是数据的强一致性，但是性能相对来说比较差，因为各个分支事务需要互相等待。",41
